 id  |    day     | customer_id | campaign_id | campaign  | campaign_state | campaign_serving_status | clicks | start_date |  end_date  |  budget  | budget_explicitly_shared | label_ids | labels | invalid_clicks | conversions | conv_rate |   ctr   | cost | impressions | search_lost_is | avg_position | interaction_rate | interactions 
 107 | 2016-12-15 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      6 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         2 |   33.33 |    3 |    31880000 |            203 |         8.23 |                2 |            3
 108 | 2016-12-16 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      3 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         7 |  233.33 |    5 |    20630000 |             61 |         4.55 |              1.9 |            5
 109 | 2016-10-16 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      7 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         5 |   71.43 |   16 |    56130000 |             45 |         6.56 |              2.3 |           16
 110 | 2016-10-17 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         6 |      60 |    5 |    64140000 |            183 |        10.21 |              1.9 |            5
 111 | 2016-10-18 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      7 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         5 |   71.43 |   11 |    50300000 |             64 |         5.49 |              1.8 |           11
 112 | 2016-10-19 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           1 |         0 |       0 |    6 |    49830000 |            139 |        11.06 |              1.8 |            6
 113 | 2016-10-20 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         0 |       0 |    5 |    52480000 |            149 |        12.55 |              1.8 |            5
 114 | 2016-10-21 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           1 |         5 |   55.56 |    8 |    53460000 |            110 |         8.49 |              1.7 |            8
 115 | 2016-10-22 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      6 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         0 |       0 |    4 |    51510000 |            144 |         9.22 |              1.8 |            4
 116 | 2016-10-23 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         3 |    37.5 |    9 |    49560000 |             94 |         1.89 |              1.7 |            9
 117 | 2016-10-24 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         5 |   55.56 |   13 |    54760000 |             70 |          4.9 |              1.9 |           13
 118 | 2016-10-25 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         0 |       0 |    8 |    54290000 |            120 |          6.7 |              1.7 |            8
 119 | 2016-10-26 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         7 |      70 |    9 |    53830000 |            116 |        15.79 |              1.8 |            9
 120 | 2016-10-27 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         2 |   22.22 |    6 |    53210000 |            141 |         3.33 |              1.9 |            6
 121 | 2016-10-28 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         1 |   11.11 |    9 |    51590000 |            101 |         5.23 |                2 |            9
 122 | 2016-10-29 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           1 |         8 |      80 |   11 |    45870000 |             92 |         6.02 |              1.8 |           11
 123 | 2016-10-30 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         2 |      25 |    7 |    50240000 |            112 |        12.15 |              1.7 |            7
 124 | 2016-10-31 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         2 |   22.22 |    5 |    45910000 |            182 |        17.98 |              2.4 |            5
(124 rows)

